id;uri;siglaTipo;numero;ano;ementa;urlInteiroTeor;Fake_news;OBS
447831;https://dadosabertos.camara.leg.br/api/v2/proposicoes/447831;SBT;1;0;Dispõe sobre a identificação e os padrões de qualidade da  água adicionada de sais e envasamento para comercialização.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=685892;;
117044;https://dadosabertos.camara.leg.br/api/v2/proposicoes/117044;PL;1091;2003;Dispõe sobre a exigência para que hospitais municipais, estaduais e federais implantem um programa de orientação à gestante sobre os efeitos e métodos utilizados no aborto, quando este for autorizado legalmente.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=135461;;
520062;https://dadosabertos.camara.leg.br/api/v2/proposicoes/520062;PL;2326;2011;"Altera a alínea ""t"" do § 9º do art. 28 da Lei nº 8.212, de 24 de julho de 1991, que dispõe sobre a organização da Seguridade Social, institui Plano de Custeio, e dá outras providências, para afastar os valores gastos com educação do empregado da incidência da contribuição previdenciária.";http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=920493;;
2273483;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2273483;EMP;28;0;Acrescenta o artigo 5º-A, incluindo cláusula de igualdade no pagamento do auxílio emergencial, vedando a discriminação dos beneficiários do Programa Bolsa Família, de que trata a Lei nº 10.836, de 9 de janeiro de 2004, e permitindo que os beneficiários tenham acesso ao auxílio emergencial, quando este for mais vantajoso.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1973487;;
2313865;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2313865;PL;74;2022;Dispõe sobre penalidades administrativas contra práticas de atos de discriminação por motivo religioso.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2131092;;
338244;https://dadosabertos.camara.leg.br/api/v2/proposicoes/338244;SBT;1;0;Dispõe sobre o parcelamento do solo para fins urbanos e sobre a regularização fundiária sustentável de áreas urbanas, e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=428929;;
2253431;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2253431;PL;2810;2020;Altera o art. 339 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para dar nova redação ao crime de denunciação caluniosa.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1896442;;
2268788;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2268788;PL;123;2021;Altera a Lei nº 9.504, de 30 de setembro de 1997, para criar um sistema de avaliação das entidades e empresas que realizam pesquisas de opinião pública relativas às eleições ou aos candidatos e dá outras providências.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1959865;;
565636;https://dadosabertos.camara.leg.br/api/v2/proposicoes/565636;PL;5032;2013;Dispõe sobre a divulgação das normas gerais de segurança para a realização de eventos.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1060621;;
2285132;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2285132;SBT;2;0;Institui a Política Nacional de Qualidade do Ar e cria o Sistema Nacional de Informações de Qualidade do Ar.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=2020254;;
2207075;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207075;PL;3389;2019;Acrescenta os §§ 5º e 6º ao art. 10 da Lei nº 12.965, de 23 de abril de 2014, para estabelecer a obrigatoriedade de fornecimento do número de inscrição no Cadastro de Pessoas Físicas (CPF) ou Cadastro Nacional de Pessoa Jurídica (CNPJ) para cadastro em aplicações de internet.;http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1761571;;
